PIN,Property Address,Most Recent Date Sale,Deed No.,Most Recent Sale Price,Pure Market Indicator,Estimate (Land),Estimate (Building),First Pass Value 1,First Pass Value 2,Land Value,Improvement Value,First Pass Value 3,First Pass Value 4,First Pass Value 5,First Pass Value 6,First Pass Value 7
12011170290000,1628  NEWTON AVE PARK RIDGE,,,,0,119460,488700,624883,781103,32085,749019,781103,781103,781103,781103,817485
12011170300000,1624  NEWTON AVE PARK RIDGE,,,,0,85490,441910,588471,735588,22962,712627,735588,735588,735588,735588,753632
12011170310000,1621  NEWTON AVE PARK RIDGE,,,,0,68450,436140,572400,715500,18384,697116,715500,715500,715500,715500,642777
12011170320000,1625  NEWTON AVE PARK RIDGE,,,,0,110970,446350,631136,788920,29805,759115,788920,788920,788920,788920,876605
12011170330000,1629  NEWTON AVE PARK RIDGE,,,,0,94980,498960,633121,791401,25509,765892,791401,791401,791401,791401,778538
12011170340000,1633  NEWTON AVE PARK RIDGE,,,,0,99320,525020,679934,849918,26675,823243,849918,849918,849918,849918,954280
12011170350000,1637  NEWTON AVE PARK RIDGE,09/06/2018,01824949064,685000,1,84670,443370,573760,717200,22741,694459,717200,717200,717200,717200,685020
12011170360000,1641  NEWTON AVE PARK RIDGE,,,,0,99740,545840,657765,822206,26788,795418,822206,822206,822206,822206,911957
12011170370000,112  BRICKTON PL PARK RIDGE,,,,0,80030,471250,647361,809202,21495,787706,809202,809202,809202,809202,871916
12011170380000,108  BRICKTON PL PARK RIDGE,,,,0,59880,445820,584309,730386,16083,714303,730386,730386,730386,730386,680085
12011170390000,104  BRICKTON PL PARK RIDGE,,,,0,65700,433210,603492,754365,17646,736719,754365,754365,754365,754365,752006
12011170400000,100  BRICKTON PL PARK RIDGE,,,,0,77330,622080,661376,826720,20769,805951,826720,826720,826720,826720,882195
12011170410000,1648 S CANFIELD AVE PARK RIDGE,,,,0,76450,446110,603519,754399,20534,733865,754399,754399,754399,754399,791626
12011170420000,1644 N CANFIELD AVE PARK RIDGE,,,,0,60400,463720,610486,763108,16222,746886,763108,763108,763108,763108,756333
12011170430000,1640 N CANFIELD AVE PARK RIDGE,,,,0,62440,436920,563021,703776,16770,687006,703776,703776,703776,703776,652384
12011170440000,1636 N CANFIELD AVE PARK RIDGE,,,,0,62440,406150,571279,714098,16770,697329,714098,714098,714098,714098,719183
12011170450000,1632 S CANFIELD AVE PARK RIDGE,,,,0,57570,446960,562838,703548,15463,688085,703548,703548,703548,703548,647951
12011170460000,1628 N CANFIELD AVE PARK RIDGE,,,,0,60420,510360,576535,720669,16229,704440,720669,720669,720669,720669,668726
12011170470000,1624 S CANFIELD AVE PARK RIDGE,,,,0,70770,519750,627004,783755,19009,764746,783755,783755,783755,783755,767239
12011170480000,1620 S CANFIELD AVE PARK RIDGE,,,,0,87410,547250,657163,821454,23476,797977,821454,821454,821454,821454,860728
12011260010000,1400  GROVE AVE PARK RIDGE,08/18/2017,01723010023,390000,1,67310,170530,411200,349520,18079,331441,349520,349520,349520,349520,360253
12011260020000,1404  GROVE AVE PARK RIDGE,,,,0,54680,295760,421469,410933,14688,396245,410933,410933,410933,410933,420656
12011260030000,1408  GROVE AVE PARK RIDGE,,,,0,54680,177890,394036,334931,14688,320243,334931,334931,334931,334931,327499
12011260040000,1412  GROVE AVE PARK RIDGE,,,,0,54680,337460,440513,429501,14688,414813,429501,429501,429501,429501,458734
12011260050000,1416  GROVE AVE PARK RIDGE,,,,0,54680,276830,402127,392074,14688,377386,392074,392074,392074,392074,394422
12011260060000,1420  GROVE AVE PARK RIDGE,,,,0,54680,344330,496196,508601,14688,493913,508601,508601,508601,508601,465411
12011260070000,1424  GROVE AVE PARK RIDGE,12/05/2017,01733908039,590000,1,54680,320450,447428,436243,14688,421555,436243,436243,436243,436243,545929
12011260080000,1428  GROVE AVE PARK RIDGE,,,,0,65620,224490,416651,354154,17625,336529,354154,354154,354154,354154,361887
12011260090000,135 W TALCOTT RD PARK RIDGE,,,,0,65440,463500,603522,754403,17576,736827,754403,754403,754403,754403,656167
12011260100000,1321  LINDEN AVE PARK RIDGE,,,,0,56780,301710,476985,417362,15252,402110,417362,417362,417362,417362,455365
12011260110000,1323  LINDEN AVE PARK RIDGE,01/24/2017,01702422146,1,0,56780,439390,542341,677927,15252,662675,677927,677927,677927,677927,660213
12011260120000,1325  LINDEN AVE PARK RIDGE,,,,0,56780,332840,469535,410843,15252,395591,410843,410843,410843,410843,452320
12011260130000,1331  LINDEN AVE PARK RIDGE,,,,0,56780,287640,463695,405733,15252,390482,405733,405733,405733,405733,426977
12011260140000,1337  LINDEN AVE PARK RIDGE,,,,0,56780,451470,539156,673945,15252,658693,673945,673945,673945,673945,649263
12011260150000,1343  LINDEN AVE PARK RIDGE,,,,0,56780,461590,545580,681975,15252,666723,681975,681975,681975,681975,671555
12011260160000,150  YOST ST PARK RIDGE,,,,0,58910,597950,663016,663016,15823,647193,663016,663016,663016,663016,788419
12011270010000,101 S TALCOTT RD PARK RIDGE,,,,0,62890,237340,423101,359636,16892,342744,359636,359636,359636,359636,392154
12011270020000,25 W TALCOTT RD PARK RIDGE,11/29/2017,01733318074,1,0,56870,227000,416557,354073,15275,338798,354073,354073,354073,354073,352597
12011270030000,21 W TALCOTT RD PARK RIDGE,,,,0,71310,226410,431781,442576,19152,423423,442576,442576,442576,442576,426349
12011270040000,17 S TALCOTT RD PARK RIDGE,,,,0,64750,220310,401760,341496,17390,324106,341496,341496,341496,341496,343119
12011270050000,13 S TALCOTT RD PARK RIDGE,10/01/2018,01827433005,1,0,59500,192580,380057,323049,15980,307069,323049,323049,323049,323049,309376
12011270060000,9 S TALCOTT RD PARK RIDGE,,,,0,53810,387900,472292,507713,14452,493261,507713,507713,507713,507713,509921
12011270080000,1407  GROVE AVE PARK RIDGE,,,,0,54680,365380,469216,504407,14688,489720,504407,504407,504407,504407,461182
12011270090000,1411  GROVE AVE PARK RIDGE,,,,0,54680,465120,532270,572190,14688,557503,572190,572190,572190,572190,577668
12011270100000,1415  GROVE AVE PARK RIDGE,,,,0,54680,266580,391008,381233,14688,366545,381233,381233,381233,381233,382386
12011270110000,108  YOST ST PARK RIDGE,,,,0,61800,373010,485957,522404,16598,505806,522404,522404,522404,522404,530591
12011270120000,104  YOST ST PARK RIDGE,,,,0,54680,372290,502212,539878,14688,525191,539878,539878,539878,539878,547416
12011270130000,100  YOST ST PARK RIDGE,,,,0,71310,374120,513878,552419,19152,533267,552419,552419,552419,552419,459041
12011270140000,20  YOST ST PARK RIDGE,,,,0,65180,360580,544625,558241,17508,540734,558241,558241,558241,558241,553111
12011270150000,16  YOST ST PARK RIDGE,,,,0,59060,188520,379870,322890,15862,307027,322890,322890,322890,322890,311171
12011270160000,12  YOST ST PARK RIDGE,,,,0,51180,184710,412463,350594,13748,336846,350594,350594,350594,350594,354370
12011280010000,1500  GROVE AVE PARK RIDGE,,,,0,65620,309280,530260,543516,17625,525891,543516,543516,543516,543516,522119
12011280020000,1504  GROVE AVE PARK RIDGE,,,,0,54680,412820,490016,526767,14688,512080,526767,526767,526767,526767,495247
12011280030000,1508  GROVE AVE PARK RIDGE,,,,0,54680,376170,491035,527863,14688,513175,527863,527863,527863,527863,493643
12011280040000,1512  GROVE AVE PARK RIDGE,,,,0,54680,396680,521182,560270,14688,545583,560270,560270,560270,560270,573724
12011280050000,1516  GROVE AVE PARK RIDGE,,,,0,54680,241670,433904,368818,14688,354131,368818,368818,368818,368818,391384
12011280060000,1520  GROVE AVE PARK RIDGE,,,,0,54680,231080,440024,374020,14688,359333,374020,374020,374020,374020,384478
12011280070000,1524  GROVE AVE PARK RIDGE,,,,0,54680,252140,446485,457647,14688,442960,457647,457647,457647,457647,421871
12011280080000,1528  GROVE AVE PARK RIDGE,,,,0,54680,263930,430217,419461,14688,404774,419461,419461,419461,419461,444434
12011280090000,1532  GROVE AVE PARK RIDGE,,,,0,54680,228330,391388,381603,14688,366915,381603,381603,381603,381603,370339
12011280100000,1600  GROVE AVE PARK RIDGE,,,,0,54680,237760,423053,359595,14688,344908,359595,359595,359595,359595,373724
12011280110000,1604  GROVE AVE PARK RIDGE,,,,0,54680,283070,446549,435386,14688,420698,435386,435386,435386,435386,450261
12011280120000,1608  GROVE AVE PARK RIDGE,,,,0,71140,194010,399206,339325,19108,320217,339325,339325,339325,339325,335848
12011280130000,151  YOST ST PARK RIDGE,,,,0,57010,303250,440245,385214,15313,369902,385214,385214,385214,385214,398703
12011280140000,1409  LINDEN AVE PARK RIDGE,,,,0,56780,368690,492042,615052,15252,599801,615052,615052,615052,615052,587256
12011280150000,1415  LINDEN AVE PARK RIDGE,,,,0,56780,301170,507871,444388,15252,429136,444388,444388,444388,444388,492237
12011280160000,1421  LINDEN AVE PARK RIDGE,,,,0,56780,472170,581307,726634,15252,711382,726634,726634,726634,726634,749254
12011280170000,1425  LINDEN AVE PARK RIDGE,,,,0,56780,305200,470862,412005,15252,396753,412005,412005,412005,412005,449143
12011280180000,1429  LINDEN AVE PARK RIDGE,,,,0,56780,433090,521030,651288,15252,636036,651288,651288,651288,651288,638004
12011280190000,1433  LINDEN AVE PARK RIDGE,,,,0,56780,307170,436558,381988,15252,366737,381988,381988,381988,381988,407596
12011290010000,111  YOST ST PARK RIDGE,,,,0,47300,223810,530048,569801,12704,557097,569801,569801,569801,569801,581227
12011290020000,111  YOST ST PARK RIDGE,,,,0,54680,223810,533650,573674,14688,558986,573674,573674,573674,573674,
12011290030000,105  YOST ST PARK RIDGE,,,,0,54680,312810,472140,483944,14688,469256,483944,483944,483944,483944,479037
12011290040000,101  YOST ST PARK RIDGE,,,,0,54680,227570,417307,354711,14688,340024,354711,354711,354711,354711,367249
12011290050000,19  YOST ST PARK RIDGE,,,,0,54680,232980,412508,350631,14688,335944,350631,350631,350631,350631,357542
12011290060000,15  YOST ST PARK RIDGE,,,,0,54680,242110,417101,354536,14688,339848,354536,354536,354536,354536,368282
12011290070000,11  YOST ST PARK RIDGE,10/10/2018,01828319157,512000,1,54680,166360,404268,343628,14688,328941,343628,343628,343628,343628,375480
12011290080000,7  YOST ST PARK RIDGE,,,,0,54680,206840,430909,366273,14688,351585,366273,366273,366273,366273,392527
12011290090000,3  YOST ST PARK RIDGE,09/11/2017,01725401060,380000,1,50200,175760,411740,349979,13484,336494,349979,349979,349979,349979,359637
12011290100000,1517  GROVE AVE PARK RIDGE,05/31/2017,01715116009,1,0,63500,324280,537289,550721,17056,533665,550721,550721,550721,550721,532267
12011290110000,110  GRANVILLE AVE PARK RIDGE,,,,0,54680,371600,566714,580882,14688,566195,580882,580882,580882,580882,569108
12011290120000,106  GRANVILLE AVE PARK RIDGE,,,,0,54680,311350,449078,437851,14688,423163,437851,437851,437851,437851,472237
12011290130000,102  GRANVILLE AVE PARK RIDGE,,,,0,54680,218910,404434,343769,14688,329081,343769,343769,343769,343769,352133
12011290140000,20  GRANVILLE AVE PARK RIDGE,,,,0,54680,202260,418911,356075,14688,341387,356075,356075,356075,356075,352886
12011290150000,16  GRANVILLE AVE PARK RIDGE,,,,0,54680,239380,391529,381740,14688,367053,381740,381740,381740,381740,367083
12011290160000,12  GRANVILLE AVE PARK RIDGE,,,,0,54680,200300,410007,348506,14688,333818,348506,348506,348506,348506,349362
12011290170000,8  GRANVILLE AVE PARK RIDGE,,,,0,54680,200030,404079,343467,14688,328780,343467,343467,343467,343467,359762
12011300010000,115  GRANVILLE AVE PARK RIDGE,,,,0,50570,238740,436987,371439,13583,357856,371439,371439,371439,371439,376677
12011300020000,1529  GROVE AVE PARK RIDGE,,,,0,53360,288990,443682,454774,14333,440441,454774,454774,454774,454774,428039
12011300030000,109  GRANVILLE AVE PARK RIDGE,,,,0,54680,208240,371860,316081,14688,301393,316081,316081,316081,316081,306028
12011300040000,105  GRANVILLE AVE PARK RIDGE,,,,0,54680,273260,406850,396678,14688,381991,396678,396678,396678,396678,380731
12011300050000,101  GRANVILLE AVE PARK RIDGE,10/01/2018,01827419141,380000,1,54680,200520,410484,348911,14688,334224,348911,348911,348911,348911,335370
12011300060000,17  GRANVILLE AVE PARK RIDGE,,,,0,54680,215390,416043,353637,14688,338949,353637,353637,353637,353637,367927
12011300070000,13  GRANVILLE AVE PARK RIDGE,,,,0,54680,186530,389725,331266,14688,316578,331266,331266,331266,331266,323854
12011300080000,9  GRANVILLE AVE PARK RIDGE,,,,0,54680,231730,388359,378650,14688,363963,378650,378650,378650,378650,366318
12011300090000,5  GRANVILLE AVE PARK RIDGE,12/11/2017,01734510000,400000,1,54680,225500,402984,342536,14688,327849,342536,342536,342536,342536,385166
12011300100000,1  GRANVILLE AVE PARK RIDGE,,,,0,47250,181470,400005,340004,12692,327312,340004,340004,340004,340004,342565
12011300110000,1605  GROVE AVE PARK RIDGE,,,,0,62540,304000,463764,475358,16798,458561,475358,475358,475358,475358,473796
12011300120000,116  GLENLAKE AVE PARK RIDGE,,,,0,54680,236140,430172,440926,14688,426239,440926,440926,440926,440926,421357
12011300130000,112  GLENLAKE AVE PARK RIDGE,,,,0,54680,174330,392517,333639,14688,318952,333639,333639,333639,333639,338823
12011300140000,108  GLENLAKE AVE PARK RIDGE,,,,0,54680,249080,408101,397898,14688,383211,397898,397898,397898,397898,398902
12011300150000,104  GLENLAKE AVE PARK RIDGE,,,,0,54680,211380,413971,351875,14688,337187,351875,351875,351875,351875,365765
12011300160000,100  GLENLAKE AVE PARK RIDGE,,,,0,54680,249120,451167,462446,14688,447759,462446,462446,462446,462446,461905
12011300170000,14  GLENLAKE AVE PARK RIDGE,,,,0,54680,336040,488124,500327,14688,485640,500327,500327,500327,500327,468101
12011300180000,10  GLENLAKE AVE PARK RIDGE,05/19/2017,01713949029,457500,1,54680,283010,425631,414990,14688,400303,414990,414990,414990,414990,426390
12011300190000,6  GLENLAKE AVE PARK RIDGE,,,,0,54680,247840,430735,366125,14688,351437,366125,366125,366125,366125,389777
12011300200000,2  GLENLAKE AVE PARK RIDGE,,,,0,54910,216630,394109,334993,14749,320244,334993,334993,334993,334993,338239
12011310010000,213  GLENLAKE AVE PARK RIDGE,,,,0,54650,185970,416612,354120,14678,339442,354120,354120,354120,354120,350134
12011310020000,209  GLENLAKE AVE PARK RIDGE,,,,0,55050,266100,448051,459253,14786,444466,459253,459253,459253,459253,438759
12011310030000,205  GLENLAKE AVE PARK RIDGE,,,,0,55050,243440,412037,401736,14786,386950,401736,401736,401736,401736,420199
12011310040000,201  GLENLAKE AVE PARK RIDGE,,,,0,55050,215010,397850,338173,14786,323386,338173,338173,338173,338173,336906
12011310050000,125  GLENLAKE AVE PARK RIDGE,,,,0,55050,289300,420721,410203,14786,395417,410203,410203,410203,410203,407988
12011310060000,121  GLENLAKE AVE PARK RIDGE,,,,0,55050,290280,450785,462055,14786,447269,462055,462055,462055,462055,441245
12011310070000,117  GLENLAKE AVE PARK RIDGE,,,,0,55050,244980,418254,355516,14786,340729,355516,355516,355516,355516,382780
12011310080000,113  GLENLAKE AVE PARK RIDGE,07/09/2018,01819055116,795000,1,55050,537530,631675,789594,14786,774807,789594,789594,789594,789594,791768
12011310090000,109  GLENLAKE AVE PARK RIDGE,,,,0,55050,268600,420284,409777,14786,394991,409777,409777,409777,409777,422378
12011310100000,105  GLENLAKE AVE PARK RIDGE,,,,0,55050,226380,404421,343758,14786,328972,343758,343758,343758,343758,353754
12011310110000,101  GLENLAKE AVE PARK RIDGE,10/04/2018,01827706098,406000,1,55050,230640,410864,349235,14786,334448,349235,349235,349235,349235,365132
12011310120000,11  GLENLAKE AVE PARK RIDGE,,,,0,55050,222610,412682,350779,14786,335993,350779,350779,350779,350779,359418
12011310130000,7  GLENLAKE AVE PARK RIDGE,,,,0,55050,185130,407882,346699,14786,331913,346699,346699,346699,346699,356759
12011310140000,1  GLENLAKE AVE PARK RIDGE,,,,0,53200,220330,431878,367096,14288,352808,367096,367096,367096,367096,378711
12011340010000,221  YOST ST PARK RIDGE,,,,0,56740,180760,412930,350991,15240,335751,350991,350991,350991,350991,345297
12011340020000,1409 S WASHINGTON AVE PARK RIDGE,,,,0,56740,244570,421806,369080,15240,353841,369080,369080,369080,369080,379447
12011340030000,1415 S WASHINGTON AVE PARK RIDGE,,,,0,56740,303370,459407,401981,15240,386742,401981,401981,401981,401981,439267
12011340040000,1421 S WASHINGTON AVE PARK RIDGE,,,,0,56740,308990,466651,408319,15240,393080,408319,408319,408319,408319,432541
12011340050000,1427 S WASHINGTON AVE PARK RIDGE,,,,0,56740,227690,423983,360385,15240,345146,360385,360385,360385,360385,372821
12011340060000,300  GRANVILLE AVE PARK RIDGE,,,,0,56740,446110,538304,672880,15240,657640,672880,672880,672880,672880,653177
12011340070000,1432  LINDEN AVE PARK RIDGE,,,,0,56740,477880,532722,665903,15240,650663,665903,665903,665903,665903,628849
12011340080000,1426  LINDEN AVE PARK RIDGE,,,,0,56740,498010,545544,681931,15240,666691,681931,681931,681931,681931,645810
12011340090000,1420  LINDEN AVE PARK RIDGE,,,,0,56740,433520,521096,651370,15240,636130,651370,651370,651370,651370,610418
12011340100000,1414  LINDEN AVE PARK RIDGE,,,,0,56740,564200,593968,742460,15240,727220,742460,742460,742460,742460,729542
12011340110000,1408  LINDEN AVE PARK RIDGE,,,,0,56740,421120,491367,614209,15240,598970,614209,614209,614209,614209,568810
12011340120000,1400  LINDEN AVE PARK RIDGE,,,,0,56740,469050,510487,638109,15240,622869,638109,638109,638109,638109,638499
12011350010000,1728  LINDEN AVE PARK RIDGE,,,,0,61670,290200,435029,380651,16565,364085,380651,380651,380651,380651,386399
12011350020000,1724  LINDEN AVE PARK RIDGE,,,,0,58180,322230,467016,408639,15628,393011,408639,408639,408639,408639,436143
12011350030000,1720  LINDEN AVE PARK RIDGE,,,,0,58180,379010,492016,615020,15628,599393,615020,615020,615020,615020,564573
12011350040000,1716  LINDEN AVE PARK RIDGE,08/27/2018,01823933035,405000,1,58180,301530,463155,463155,15628,447527,463155,463155,463155,463155,435588
12011350050000,1712  LINDEN AVE PARK RIDGE,,,,0,58180,265740,443951,388457,15628,372830,388457,388457,388457,388457,413485
12011350060000,1708  LINDEN AVE PARK RIDGE,,,,0,58180,273350,436658,382075,15628,366448,382075,382075,382075,382075,405685
12011350070000,1706  LINDEN AVE PARK RIDGE,,,,0,58180,386430,493865,617331,15628,601703,617331,617331,617331,617331,582473
12011350080000,1704  LINDEN AVE PARK RIDGE,,,,0,58180,281040,425139,371996,15628,356369,371996,371996,371996,371996,377287
12011350090000,1700  LINDEN AVE PARK RIDGE,,,,0,58180,298290,460691,472208,15628,456581,472208,472208,472208,472208,478614
12011350100000,1632  LINDEN AVE PARK RIDGE,06/14/2017,01716545086,1,0,58180,260870,446980,391107,15628,375480,391107,391107,391107,391107,413621
12011350110000,1628  LINDEN AVE PARK RIDGE,,,,0,58180,289120,452125,384306,15628,368679,384306,384306,384306,384306,421163
12011350120000,1624  LINDEN AVE PARK RIDGE,,,,0,57240,247710,430015,365513,15374,350139,365513,365513,365513,365513,404823
12011350130000,1620  LINDEN AVE PARK RIDGE,,,,0,66180,375190,478634,598292,17775,580517,598292,598292,598292,598292,576104
